"id","subject","topic","subtopic","title","rule_text","current_buzzwords_json","corrected_buzzwords_json"
"83c17d23-4c9a-4159-bbf1-2f3d2401ab5f","Torts","Defamation","","Defamation — Truth as a Defense","Truth is an absolute defense to defamation.","[""truth"",""absolute defense""]","[""truth"",""absolute defense""]"
"d14987ff-9795-4d65-a878-5cfd6e79fa40","Torts","Other Torts","Defamation","Defamation Per Se","Statements are traditionally defamatory per se if they impute serious crime, loathsome disease, unchastity, or conduct adversely affecting business, trade, profession, or office.","[""serious crime"",""loathsome disease"",""unchastity"",""business or profession""]","[""serious crime"",""loathsome disease"",""unchastity"",""business or profession""]"
"438f2fd4-7607-403f-92f6-4f313d1ace2a","Torts","Products Liability","","Defendants in Products Liability","Manufacturers, wholesalers, retailers, and commercial sellers may be held liable for defective products.","[""manufacturers"",""wholesalers"",""retailers"",""commercial sellers""]","[""manufacturers"",""wholesalers"",""retailers"",""commercial sellers""]"
"3584ea6b-6ea5-4d15-b25f-443217e0ae71","Torts","Defenses","","Defense of Others","Defense of others is justified when the defendant reasonably believes that the person defended would have the right to use self-defense.","[""defense of others"",""reasonably believes"",""right to use self-defense""]","[""defense of others"",""reasonably believes"",""right to use self-defense""]"
"08da9459-65d3-4e81-8cc7-2a9590f6ace2","Torts","Intentional Torts","Defenses","Defense of Others","A person may use reasonable force to defend another when the defender reasonably believes the other person is entitled to use self-defense.","[""reasonable force"",""defend another"",""reasonably believes""]","[""reasonable force"",""defend another"",""reasonably believes""]"
"90d24841-703f-44da-bcb5-cc586f75d844","Torts","Defenses","","Defense of Property","A person may use reasonable force to prevent or terminate an unlawful intrusion upon property but may not use deadly force.","[""defense of property"",""reasonable force"",""unlawful intrusion"",""deadly force""]","[""defense of property"",""reasonable force"",""unlawful intrusion"",""deadly force""]"
"6970ea75-bcda-492f-b02b-105e85688e69","Torts","Intentional Torts","Defenses","Defense of Property","A person may use reasonable nondeadly force to prevent or terminate another's intrusion on land or chattels after a request to desist if feasible, but may not use deadly force solely to protect property.","[""reasonable nondeadly force"",""intrusion"",""request to desist"",""no deadly force""]","[""reasonable nondeadly force"",""intrusion"",""request to desist"",""no deadly force""]"
"b2912e00-4c84-4d1c-bde2-7e5a11ea1f65","Torts","Defenses","","Defenses — Assumption of Risk","Assumption of risk is a defense to products liability when the plaintiff knowingly and voluntarily encounters the risk.","[""assumption of risk"",""knowingly"",""voluntarily""]","[""assumption of risk"",""knowingly"",""voluntarily""]"
"5b4d74f4-62bb-4296-bf60-13949025a90e","Torts","Defenses","","Defenses — Comparative Fault","Comparative fault may reduce recovery in products liability when the plaintiff’s misuse or negligence contributes to the injury.","[""comparative fault"",""misuse"",""contributes""]","[""comparative fault"",""misuse"",""contributes""]"
"3ac20379-af48-4106-8771-86845e0aaa48","Torts","Defenses","","Defenses — Justification or Privilege","Justification or privilege is a defense when the defendant acts to protect a legitimate economic interest using lawful means.","[""justification"",""privilege"",""legitimate economic interest"",""lawful means""]","[""justification"",""privilege"",""legitimate economic interest"",""lawful means""]"
"886b25f0-865c-472e-9770-0431ffede5f4","Torts","Strict Liability","Activities","Defenses to Abnormally Dangerous Activity Claims","Assumption of risk is a defense to strict liability, while ordinary contributory negligence usually is not unless the plaintiff knowingly and unreasonably encountered the risk.","[""assumption of risk"",""ordinary contributory negligence"",""knowingly and unreasonably""]","[""assumption of risk"",""ordinary contributory negligence"",""knowingly and unreasonably""]"
"732f0ab9-edf2-4f9b-9ff1-9aec54de591e","Torts","Strict Liability","","Defenses to Strict Liability","Comparative negligence is not a defense to strict liability, but assumption of risk is a defense.","[""comparative negligence"",""not a defense"",""assumption of risk"",""defense""]","[""comparative negligence"",""not a defense"",""assumption of risk"",""defense""]"
"028534b9-1cb6-4070-bc15-a9b4a18c7290","Torts","Products Liability","Defects","Design Defect","A design defect exists when the product design creates a foreseeable risk of harm that could have been reduced or avoided by a reasonable alternative design and the failure to adopt that design renders the product not reasonably safe.","[""foreseeable risk"",""reasonable alternative design"",""not reasonably safe""]","[""foreseeable risk"",""reasonable alternative design"",""not reasonably safe""]"
"c3e4e578-eb37-4e21-acc8-5e1267c41dcb","Torts","Products Liability","","Design Defect — Consumer Expectation Test","A design defect exists when a product is more dangerous than an ordinary consumer would expect.","[""consumer expectation"",""ordinary consumer"",""more dangerous""]","[""consumer expectation"",""ordinary consumer"",""more dangerous""]"
"de0df147-e564-4a24-9d89-ef957b42ea74","Torts","Products Liability","","Design Defect — Risk-Utility Test","A design defect exists when the foreseeable risks of harm could have been reduced or avoided by a reasonable alternative design.","[""design defect"",""foreseeable risks"",""reasonable alternative design""]","[""design defect"",""foreseeable risks"",""reasonable alternative design""]"
"e0000066-1f86-4e49-9f5c-823aa592e1cc","Torts","Negligence","","Direct Cause Test","Under the direct cause test, the defendant is liable if the harm results directly from the defendant’s conduct without an intervening cause.","[""direct cause"",""without an intervening cause""]","[""direct cause"",""without an intervening cause""]"
"9088718a-2cad-4866-beac-dc492ee45bb1","Torts","Strict Liability","Animals","Domestic Animals with Known Dangerous Propensities","The owner of a domestic animal is strictly liable if the owner knew or should have known of the animal's dangerous propensities abnormal to its class.","[""domestic animal"",""knew or should have known"",""dangerous propensities""]","[""domestic animal"",""knew or should have known"",""dangerous propensities""]"
"814d61a9-d8a8-443b-b342-beaf48071fcb","Torts","Negligence","","Dram Shop Liability","A commercial vendor may be liable for serving alcohol to an intoxicated person who later causes injury to a third party.","[""dram shop"",""commercial vendor"",""intoxicated person"",""third party""]","[""dram shop"",""commercial vendor"",""intoxicated person"",""third party""]"
"285c245f-81ea-4ec6-9352-f5df5eff2039","Torts","Negligence","","Duty — Children on Land","A landowner owes a duty of reasonable care to child trespassers when an artificial condition poses an unreasonable risk of harm.","[""child trespassers"",""artificial condition"",""unreasonable risk""]","[""child trespassers"",""artificial condition"",""unreasonable risk""]"
"9bab65cc-372d-45a8-b203-ac7c1ec76db0","Torts","Negligence","","Duty — Common Carrier","A common carrier owes passengers a duty of reasonable care under the circumstances.","[""common carrier"",""passengers"",""reasonable care""]","[""common carrier"",""passengers"",""reasonable care""]"
"6585a498-c06b-4755-bdcd-08b60f563d13","Torts","Negligence","","Duty — Employer","An employer owes employees a duty to provide a reasonably safe workplace.","[""employer"",""employees"",""reasonably safe workplace""]","[""employer"",""employees"",""reasonably safe workplace""]"
"82be82e1-0353-407a-ab60-186e019a3686","Torts","Negligence","","Duty — General Rule","A person owes a duty to exercise reasonable care to avoid foreseeable risks of harm to others.","[""duty"",""reasonable care"",""foreseeable risks"",""harm""]","[""duty"",""reasonable care"",""foreseeable risks"",""harm""]"
"718df198-20eb-4ffa-ab87-f3b9dfa22cd2","Torts","Negligence","","Duty — Innkeeper","An innkeeper owes guests a duty of reasonable care to protect against foreseeable harms.","[""innkeeper"",""guests"",""foreseeable harms""]","[""innkeeper"",""guests"",""foreseeable harms""]"
"1921fe4d-4179-4be7-b326-609948b5c5b9","Torts","Negligence","","Duty — Landlord","A landlord owes a duty of reasonable care for common areas under the landlord’s control.","[""landlord"",""reasonable care"",""common areas"",""control""]","[""landlord"",""reasonable care"",""common areas"",""control""]"
